title,company,experience,salary,location,skills,posted
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,New Delhi,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",6 days ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,New Delhi,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",6 days ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Jalna,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",6 days ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Noida,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",6 days ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Saharanpur,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",6 days ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,Jatani,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",6 days ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Jalgaon,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",6 days ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,Mysuru,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",6 days ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Badarwas,"Data Analysis, Target Achievement, Account Reconciliation, Debt Collection, Compliance Management, Goal Orientation, Collections, Trend Analysis",6 days ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Borsad,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",6 days ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"East Godavari, Ravulapalem","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",6 days ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,"Sri Madhopur, Sikar","Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",6 days ago
Research Executive,Nielseniq India,0-3 Yrs,Not mentioned,Mumbai,"operational support, analytical, administration, interpersonal skills, market research, multivariate analysis, artificial intelligence, research",6 days ago
Financial Analyst,Vibry Business Solutions,0 Yrs,Not mentioned,Bengaluru,"Financial Analysis, Financial Operations, Financial Management, Finance, Analysis, Operations, Management, Finance Operation",6 days ago
SOC Analyst II,"DigitalOcean, Inc.",0-4 Yrs,Not mentioned,Bengaluru,"Unix, Linux, Technical writing, Event management, SOC, SIEM, market data, Security operations",6 days ago
Business Analyst,PERSOLKELLY,0-10 Yrs,Not mentioned,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum","Training, Data analysis, Product engineering, Business Analyst, Analytical, Agile development, IT projects, Scheduling",1 week ago
Data Analytic | Fresher | Business Analytics,Creative Hands HR,0-5 Yrs,Not mentioned,"Hyderabad, Chennai, Bengaluru","excel, Business Research, Data Analytics, Business Analysis, Data Analyst, Market Research, Analytics, Analysis",1 week ago
Executive Sales and Marketing,Vidushi Infotech,0-1 Yrs,Not mentioned,Pune,"Cold calling, Data analysis, Networking, Email marketing, Online marketing, Social media, Market research, SEM",3+ weeks ago
Market Risk Time Series Management Analyst,JPMorgan Chase Bank,0-4 Yrs,Not mentioned,Mumbai,"Data analysis, Excel, Market risk, Data quality, market data, Risk management, Operations, Analytics",3+ weeks ago
"SOC L1 Analyst, Information Security",Saviynt,0-2 Yrs,Not mentioned,Bengaluru,"Computer science, Automation, Networking, Information security, Network operations, Disaster recovery, Incident management, JIRA",1 week ago
Associate Growth Office,BDO India,0-1 Yrs,Not mentioned,Mumbai,"Presales, Lead Generation, Pitch Decks, Client Presentations, Business Development, Enterprise Applications, Sales Operations, Sales Coordination",4 days ago
Incident Response Analyst (1 Month),Unitedlex,0-1 Yrs,Not mentioned,"Gurugram, Bengaluru","Document Review, Review, Incident Response, Documents, Incident",2 weeks ago
M & E Executive (Telugu),Nayi Disha,0-2 Yrs,Not mentioned,Hyderabad,"Project development, Data analysis, Excel, Quantitative research, Analytical, Data collection, Research, Continuous improvement",3+ weeks ago
Asset & Wealth Management - Private Family Office WSS -Analyst,Goldman Sachs,0-4 Yrs,Not mentioned,Bengaluru,"Wealth management, Data management, Analytical, Financial planning, Cash management, Investment banking, Investment management, Risk management",2 weeks ago
Executive - Group Data Governance and Control,Adani Group,0-4 Yrs,Not mentioned,Ahmedabad,"master data, process, sap, modeling, data analysis, data analytics, pivot table, vlookup",2 weeks ago
M.Sc. Chemistry Freshers - Trainee Analyst,Vimta Labs,0 Yrs,Not mentioned,"Hyderabad(Shamirpet), Navi Mumbai","Chemistry, M. Sc Fresher, Msc Chemistry, HPLC, Organic Chemistry, GC-MS, Analytical Chemistry, GC",2 weeks ago
Catalog Assistant,Amazon,0-7 Yrs,Not mentioned,Bengaluru,"Data analysis, online retail, Analytical, Internet searching, Retail operations, Data quality, Business applications, MS Office",2 weeks ago
Executive Business Analyst,Stark Industries,0-3 Yrs,Not mentioned,Mumbai,"Executive Business Analyst, Data analysis, Excel, Project management, Process improvement, Data collection, data visualization, Business intelligence",3+ weeks ago
Engineering Services Practitioner,Accenture,0-2 Yrs,Not mentioned,Bengaluru,"data analysis, software development, data processing, design, data analysis and visualization, pyspark, Analysis, Data",2 weeks ago
"Applied Scientist, Amazon Search",Amazon,0-5 Yrs,Not mentioned,Bengaluru,"C++, Academic Research, RDBMS, Team Mentor, Machine learning, Design development, Oracle, Data warehousing",3 weeks ago
Financial Analyst,Evoke HR,0-4 Yrs,Not mentioned,"Hybrid - Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)","Excel, Power Bi, Financial Analytics, Python, Finance, Financial analysis, Bi, Analytics",3 weeks ago
Analyst – Risk Management Consulting,EY,0-1 Yrs,Not mentioned,Gurugram,"Management Consulting, Internal Audit, Financial Services, Compliance, Accounting, Finance, Legal, Risk Management",3 weeks ago
Analyst - TAX - TMT - TAX - ITTS - Transfer Pricing,EY,0-1 Yrs,Not mentioned,Bengaluru,"Compliance, Tra, Workforce Management, Legal, Agile, Media, Financial Data, Telecommunications",3 weeks ago
Jr Business Researcher,Cloud Counselage,0-2 Yrs,Not mentioned,Mumbai,"Market analysis, Data analysis, SAS, Business analysis, Data collection, Market research, Competitive intelligence, SPSS",3+ weeks ago
Analyst - TAX - TMT - TAX - ITTS - Transfer Pricing,EY,0-1 Yrs,Not mentioned,Bengaluru,"Assurance, Transaction services, Operational excellence, Client servicing, Analytical, Focus, Transfer pricing, International taxation",3+ weeks ago
Analyst- TMT - TAX - GCR - Global Compliance & Reporting,EY,0-2 Yrs,Not mentioned,Bengaluru,"Transaction services, Operational excellence, Client servicing, International taxation, Manager Technology, Agile, Continuous improvement, global compliance",3+ weeks ago
Junior Research Fellow (JRF),Mahindra University,0-2 Yrs,Not mentioned,Hyderabad,"Proposal writing, Data analysis, Compliance, Report writing, Junior Research Fellow, Data collection, Principal Investigator, Project planning",3+ weeks ago
Junior Business Analyst,STEM Healthcare,0-2 Yrs,Not mentioned,Gurugram,"Junior Business Analyst, Excel, Sales, Business analysis, Senior Analyst, Pharma, Life sciences, Project delivery",3+ weeks ago
SQL Developer,Billions United,0-2 Yrs,Not mentioned,Bengaluru,"database management system, sql development, modeling, sql queries, oracle, dbms, analysis, database administration",3+ weeks ago
QC Professional,Biomatrix Healthcare,0-3 Yrs,Not mentioned,Ahmedabad,"Senior Analyst, Manager Quality Control, QC Analyst, QC, Senior, Quality control management, Quality control, Management",3+ weeks ago
Admission Counselor,Lioncrest Academy,0-3 Yrs,Not mentioned,Visakhapatnam,"data analysis, data analytics, mis reporting, administration, dns, admissions, office administration, sales",3+ weeks ago
Business Analyst,Crisil,0-12 Yrs,Not mentioned,Mumbai,"Team management, Production support, Data management, Business analysis, Project management, Investment banking, Business intelligence, Pentaho",3+ weeks ago
Senior Analyst,Marmore Mena Intelligence,0-3 Yrs,Not mentioned,Chennai,"Analyst, Research Analyst, Analysis, Senior, Research, Research analysis",3+ weeks ago
Business Analyst,Dezven Software Solution,0-2 Yrs,Not mentioned,Bhopal,"Business process, Computer science, Analytical skills, Marketing analytics, Business Analyst, Business analysis, Consulting, HTML",3+ weeks ago
Marketing Research Specialist,US Client _ Hiring on Payroll of Mynd Integrated solutions_Gurugram,0-4 Yrs,Not mentioned,"Chandigarh, Bengaluru, Mumbai (All Areas)","Market Research, Market Forecasting, Competitive Intelligence, Industry Research, Company Analysis, Swot Analysis, Company Profiling, Report Writing",6 days ago
Strategy and Operations Analyst,Bharatnxt,0-2 Yrs,Not mentioned,Mumbai,"Automation, Operations Analyst, Senior Analyst, Analytical, Consulting, Strategic planning, Market research, Internship",3+ weeks ago
Trainee-Business Analyst,Sarvika Technologies,0-2 Yrs,Not mentioned,Jaipur,"Interpersonal skills, Business Analyst, Business analysis, Process documentation, Project documentation, Analytical, Technology solutions, Internship",3+ weeks ago
Senior Business Analyst,Claight Corporation Expert Market Research,0-1 Yrs,Not mentioned,Noida,"Finance, Consulting, Senior Business Analyst, Financial Analyst, Research, Operations, Senior, Financial analysis",3+ weeks ago
Sr. Field Executive,Inventive Software Solutions,0-4 Yrs,Not mentioned,Fatehabad,"DEC, M&A, Field Executive, M, Field, SR",3+ weeks ago
Sr. Field Executive,Inventive Software Solutions,0-4 Yrs,Not mentioned,Etmadpur,"DEC, M&A, Field Executive, M, SR, Field",3+ weeks ago
Analyst - CMP/SHQ,Bondada Engineering,0-2 Yrs,Not mentioned,Hyderabad,"MIS reporting, Publishing, Senior Analyst, ITI electrical, Infrastructure, MS Office, Monitoring, Office",3+ weeks ago
MIS Executive,Intelemark Solutions,0-3 Yrs,Not mentioned,Vadodara,"Excel, VBA, Saving, MIS Executive, MIS",3+ weeks ago
Generalist - Strategy and Operations,Milaap,0-1 Yrs,Not mentioned,Bengaluru,"Computer science, Data analysis, Operational excellence, Project management, Analytical, Healthcare, Operations, Product strategy",3+ weeks ago
Senior Business Analyst,Ideata Analytics,0-4 Yrs,Not mentioned,Indore,"Analytical skills, Agile scrum, Senior Business Analyst, Analytics, Scrum, Analytical Skill, Analytical, Agile",3+ weeks ago
Consultant,Laren Infotech,0-2 Yrs,Not mentioned,Mumbai,"management consulting, project management, data analysis, data analytics, business analysis, business development, business analytics, market research",3+ weeks ago
Senior Business Analyst,Mantras2Success Consultants,0-2 Yrs,Not mentioned,Gandhinagar,"Solution architecture, Software design, Business Analyst, Business analysis, Analytical, Agile, Manager Technology, wireframing",3+ weeks ago
Marketing Analyst,Miracle Solution,0-1 Yrs,Not mentioned,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","digital marketing, email marketing, branding, market research, data collection, research, brand management, primary research",3+ weeks ago
Business Analyst,Elorce Industries,0-5 Yrs,Not mentioned,Hyderabad,"Client development, PDF, MS Visio, management, Business planning, Workflow, Operations, Analytics",3+ weeks ago
Analyst,eClerx,0-4 Yrs,Not mentioned,Chandigarh,"Analyst, Outbound, Automation, Client servicing, Customer service, Call center technology, Technical support, Financial services",3+ weeks ago
Analyst | Fusion Technical | | Oracle,Deloitte Consulting,0-5 Yrs,Not mentioned,Mumbai,"Order management, Costing, Analytical, Reconciliation, Scheduling, SCM, Forecasting, Variance analysis",2 weeks ago
Executives,EXL,0-5 Yrs,Not mentioned,Bengaluru,Executives,3+ weeks ago
Business Analyst- IT,Mantras2Success Consultants,0-8 Yrs,Not mentioned,Ahmedabad,"Business process, Product engineering, LMS, Analytical, Gap analysis, JIRA, Project delivery, Analytics",3+ weeks ago
Business Analyst - Digital,Momentum Metropolitan Holdings,0-5 Yrs,Not mentioned,Navi Mumbai,"Service delivery, User research, Business system, Business Analyst, Business analysis, business rules, Test cases, Business solutions",3+ weeks ago
Analyst Asset Management Monitoring & Diagnostics,Black & Veatch,0-2 Yrs,Not mentioned,Pune,"Basic, Business consulting, Engagement management, Consulting, Asset management, Management, Individual Contributor, MS Office",3+ weeks ago
"Clearing and Settlement Analyst, NCT",Deutsche Bank,0-2 Yrs,Not mentioned,Bengaluru,"settlements, team management, investment banking, customer service, payments, investment, trade settlements, banking operations",3+ weeks ago
Analyst,Capline Services,0-3 Yrs,Not mentioned,Noida,"Analytical skills, Health insurance, Administration, Medical billing, Senior Analyst, Focus, Employee engagement, Project planning",3+ weeks ago
Management Trainee- Business Analyst,Xenonstack,0-1 Yrs,Not mentioned,Mohali,"Publishing, Analytical, Business planning, Operations, Information technology, Analytics, SQL, Trainee Business Analyst",3+ weeks ago
Analyst - AMS CoE- Graduates 2025,Bain,0-1 Yrs,Not mentioned,Hybrid - Gurugram,"Construction, Research, Competitive Benchmarking, Strategy Consulting, Real Estate, Gtm, Ams, Transportation",3 weeks ago
Associate _ Internal Audit Services - Advisory,PwC Service Delivery Center,0-4 Yrs,Not mentioned,Bengaluru,"Data analysis, Manager Internal Audit, ERP, Financial reporting, Data modeling, Business process improvement, Risk assessment, Outsourcing",3+ weeks ago
Associate _ Internal Audit Services - Advisory,PwC Service Delivery Center,0-4 Yrs,Not mentioned,Bengaluru,"Data analysis, Manager Internal Audit, ERP, Financial reporting, Data modeling, Business process improvement, Risk assessment, Outsourcing",3+ weeks ago
Analyst,eClerx,0-2 Yrs,Not mentioned,Mumbai,"Front office, Data management, Reconciliation, Consulting, Back office, Data processing, Capital market, Investment banking",3+ weeks ago
Account Analyst  (Junior & Senior ),Data Analytics,0-4 Yrs,Not mentioned,Mumbai Suburban,"Advanced Excel, Accounts Finalisation, Journal Entries, Bank Reconciliation, Accounts Payable, General Ledger Accounting, Book Keeping, Ledger Posting",4 days ago
Data Science Analyst,Shell,0-2 Yrs,Not mentioned,Chennai,"Mining, Data analysis, Manager Quality Assurance, SAP, Renewable energy, LNG, Analytical, Analytics",3+ weeks ago
Electronic Health Record Data Analyst,InfoBay.AI,0-2 Yrs,Not mentioned,Lucknow(Gomti Nagar),"EHR, Neurology, Nursing, Electronic Medical Record, Oncology, Cardiology, Medical, Electronics",2 weeks ago
Payor Services- Junior Analyst,Data Marshall,0 Yrs,Not mentioned,Hyderabad,"Claims Processing, US Healthcare, RCM, Payor, Claims, Processing, Process, Healthcare",2 weeks ago
Finance Reconciliation Analyst,Teamlease service lts,0-5 Yrs,Not mentioned,"Noida, Greater Noida","SQL, Cash Reconciliation, Financial Reconciliation, Postgresql, Data Management, Ledger Reconciliation, Accounts Reconciliation, HLOOKUP",3+ weeks ago
Credit Risk - Operations Analyst,JPMorgan Chase Bank,0-4 Yrs,Not mentioned,Mumbai,"Data analysis, Interpersonal skills, Financial markets, Wealth management, Process efficiency, Underwriting, Fixed income, Mutual funds",5 days ago
Quality Analyst - Domestic,TP,0-4 Yrs,Not mentioned,Malad,"quality analyst, data analysis, quality management, quality control, compliance, communication and interpersonal skills, quality management systems, data analysis and reporting",6 days ago
Financial Analyst,Creative Hands HR,0-4 Yrs,Not mentioned,"Hyderabad, Chennai, Bengaluru","Financial Analysis, Financial Reporting, database management, Financial Analytics, financial management, Management Reporting, Reporting, Business Reporting",Few hours ago
Ariba Esourcing Specialist,IBM,0-4 Yrs,Not mentioned,Hyderabad,"sourcing strategy, data analysis, process documentation, relationship management, procurement, E-sourcing, Analysis, Management",4 days ago
Content Mgmt Advisory New Associate,Accenture,0-1 Yrs,Not mentioned,Hyderabad,"coaching, digital marketing, project management, data analysis, customer engagement, media, analytical skills, content management",4 days ago
Content Mgmt Advisory New Associate,Accenture,0-1 Yrs,Not mentioned,Hyderabad,"coaching, digital marketing, project management, data analysis, customer engagement, media, analytical skills, content management",4 days ago
Hiring Management Trainee / Assistant Showroom Head,MALABAR GOLD & DIAMONDS,0-5 Yrs,Not mentioned,"Ernakulam, Malappuram, Palakkad","Communication Skills, Presentation Skills, Interpersonal Skills, Management Skills, Leadership Skills, Showroom, Hiring, Training",4 days ago
Intern - Category Management,TATA 1 MG,0-1 Yrs,Not mentioned,Gurugram,"Category Management, Pricing Analysis, Product Launch, Management, Analysis, Launch, Pricing",4 days ago
Data Operator - Domestic,TP,0-3 Yrs,Not mentioned,"Mumbai, Thane","compliance, data analysis, operations, data security, visualization tools, data visualization, communication and interpersonal skills, business operations",6 days ago
Quality Analyst|Domestic,TP,0-4 Yrs,Not mentioned,Gurugram,"quality analyst, bpo, quality management, quality control, service delivery, compliance, coaching, communication and interpersonal skills",6 days ago
Senior Associate/Research Scientist,Center Study Science Technology Policy,0-3 Yrs,Not mentioned,Bengaluru,"Data analysis, Chemistry, Sensors, Research, Management, Research Associate, Cost, Proposal development",3+ weeks ago
Wealth TPP,Religare Broking (RBL),0-1 Yrs,Not mentioned,Noida,"Wealth Product, Mutual Funds, Investment Products, Investment, Wealth Management, PMS, MF, PM",1 week ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Samdari,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",1 week ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Jalor, Bhinmal","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",1 week ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-1 Yrs,Not mentioned,Karimnagar,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",1 week ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Panch Mahals,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",1 week ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Borsad,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",1 week ago
Junior Quant Trader,Alphagrep Securities,0-4 Yrs,Not mentioned,Bengaluru,"Unix, Data analysis, C++, Fixed income, Analytical, Market research, Risk management, MATLAB",1 week ago
Data Science Engineer,Mern Plus Technologies,0-5 Yrs,Not mentioned,Jodhpur,"Machine Learning, Statistical Modeling, Machine Learning Algorithms, Statistics, Deep Learning, Python, SQL, Ml",1 week ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Solapur,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Ahmednagar,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,Jaipur,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Dod Ballapur, Tumkur","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,"Rohtak, Mandi","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,Amravati,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Surendranagar, Chotila","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"East Godavari, Yeleswaram","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Samalkota, Tuni","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Urban GCL,Bajaj Finance,0-1 Yrs,Not mentioned,Shajapur,"Data Analysis, Target Achievement, Account Reconciliation, Debt Collection, Compliance Management, Collections, Trend Analysis, Recovery",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Hisar,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Sonkatch, Dewas","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Firozpur, Talwandi Sabo","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Ganganagar,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Kodagu,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Akluj,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Bahadurganj, Kishanganj","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Pandharpur,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Halol,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Bagasara, Amreli","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Bikram,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Kallakkurichi,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Krishnagiri,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Pochampalli,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Krishnarajanagara,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Data Analysis, Compliance Management, Reporting, Collections",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,Bantwal,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Jaisalmer,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",2 weeks ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Chitradurga,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",2 weeks ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Machilipatnam,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",2 weeks ago
Senior Executive - Debt Management Services - SME,Bajaj Finance,0-2 Yrs,Not mentioned,Kothagudem,"Account Management, Regulatory Reporting, Secured Loan, Two Wheeler Sales, Debt Collection, Compliance Management, Reporting, Recovery Management",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Khajuwala, Anupgarh","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Rural,Bajaj Finance,0-2 Yrs,Not mentioned,"Jalor, Biaora","Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,Rishikesh,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Senior Executive - Debt Management Services - Consumer,Bajaj Finance,0-2 Yrs,Not mentioned,Thoothukudi,"Account Management, Regulatory Reporting, Dashboard Creation, Debt Collection, Mis Reporting, Data Analysis, Compliance Management, Reporting",2 weeks ago
Career Guide Professional,Itvedant,0-1 Yrs,Not mentioned,Pune,"data analysis, mis reporting, data dictionary, pivot table, power bi, business analysis, vlookup, analysis",2 weeks ago
Sr Advanced Cyb Sec Archt/Engr,Sparta Systems,0-3 Yrs,Not mentioned,Bengaluru,"Automation, Data analysis, Simulation, Analytical, splunk, HTML, microsoft, Operations",2 weeks ago
Intern - Engineering,Wabtec,0-1 Yrs,Not mentioned,Hosur,"Mechanical Engineering, six sigma, data analysis, product development, performance optimization, root cause analysis, material science, mechanical design",2 weeks ago
Procurement Analyst-P2P,Genpact,0-7 Yrs,Not mentioned,Hyderabad,"Procurement, RFX, Capex, Sourcing, E-sourcing, Indirect Sourcing, Indirect Procurement, P2P",6 days ago
